"ar_code","isscaap","english_name","scientific_name","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"37","33","European seabass","Dicentrarchus labrax","0","0","0","0","0","0","0","0","600","600","700","1000","900","800","1000","1200","1300","1000","1000","1100","980","1163","1458","1722","1485","1532","1479","1766","1812","1876","2038","1613","2212","1864","2272","3649","3320","3369","2878","2842","2504","2797","3106","3992","3140","5649","3754","3025","2927","3309","3698","4415","5797","5773","5410","2572","3425","3204","2303","2404","2555","1909","1736","1674","1559","1241","1263.076","1100.121","1055","1078.098"
"37","33","Sargo breams nei","Diplodus spp","1000","1000","1000","800","800","800","800","1000","1000","1000","1000","1500","1500","1500","1500","1000","1500","2700","3100","3000","3780","3640","4040","3607","3219","1623","1612","1726","2104","1901","2552","2760","1950","2891","3439","3752","3679","4000","4947","4208","3479","3488","3964","4359","5068","5965","6272","5806","4793","5608","4951","4570","4580","1633","1638","2937","2830","1948","1869","1796","2033","1472","1268","1268","1013","343","359","447","265","271.55"
"37","33","Gilthead seabream","Sparus aurata","0","200","0","200","100","100","300","200","1300","1200","900","900","1300","1200","1800","2000","2000","2100","2000","2300","2334","2031","2605","1985","2307","3267","2851","3554","3996","2286","3159","2997","2846","3490","3635","3722","3715","3202","3622","3742","3573","4183","5144","5182","5957","4720","4490","4328","4568","5751","5332","6060","6879","6977","7271","4731","5193","4790","5576","5455","5489","4805","5113","5201","4892","5956","5872","6267","5908","5534.915"
"37","33","Picarels nei","Spicara spp","9000","7100","7000","7800","9900","10100","10200","10000","14900","15100","14400","15200","15900","15300","16200","16200","17200","17900","17300","17600","17417","16843","17399","16555","16604","17782","18455","18218","16480","14936","13971","13790","15009","15779","13548","13705","12916","14314","14592","15895","16428","17447","16668","15599","21621","10168","12312","12254","13147","9324","8192","8928","6900","7089","7451","10399","8523","7765","7414","7134","6132","5021","5220","4724","4792","2888","2797","2310","2402","2496.617"
"37","33","Surmullet","Mullus surmuletus","100","100","100","100","100","200","200","200","700","800","200","300","800","800","700","1000","600","2100","1400","1700","3934","3153","2628","885","1031","891","963","1210","1118","2390","1872","2256","3543","4380","1457","3540","5055","5469","6301","7248","6615","7062","8801","8940","9114","7912","7678","7808","5065","5676","6172","6056","5386","5392","5824","9881","10214","10780","9283","8681","10428","10020","8690","7024","8804","8917","8904","7208","8305","7187.492"
"37","33","Red mullet","Mullus barbatus","0","0","0","0","0","0","0","0","1000","1000","1000","1100","1700","1000","1000","1700","1400","2000","1700","2100","2800","785","1514","1637","1708","1565","1475","1981","2716","1638","3106","3429","5506","5147","3592","5758","8854","8254","9544","12633","8871","10609","9730","8875","8626","7665","7826","6957","6622","7353","6243","7208","6718","6939","6946","17121","17263","17709","15255","16269","15135","14324","15454","13944","14801","15290","16018","15617","16092","14503.815"
"37","33","Gobies nei","Gobiidae","3500","21100","20000","14100","23100","43800","55600","75500","97100","80500","59400","53600","63800","37000","84700","57100","49600","34500","27500","14900","9246","9433","8736","8998","10412","11174","8341","7522","7773","5929","6165","6559","7746","7336","5942","6877","5736","6012","5781","4243","3532","5155","2814","2533","3268","2485","2274","1919","1917","2682","2353","3085","5039","8233","14905","14132","11307","10484","11747","10030","11584","8796","14347","18650","18639","28409","29998","31839","19771","16731.691"
"37","22","European eel","Anguilla anguilla","500","600","800","700","600","600","1600","1600","1700","2200","2600","2600","2900","3000","3100","3200","2700","3500","3300","3100","5494","6425","4360","3530","4301","3183","3868","3366","3702","4024","3156","3341","2933","3370","3815","3042","2937","3127","3405","2570","2638","2389","1989","1531","1165","887","962","1257","917","682","464","602","646","651","524","270","305","344","365","320","377","480","375","521","468","481","533.0989999999999","606.338","659","458.81"
"37","32","Greater forkbeard","Phycis blennoides","300","300","300","300","300","300","300","300","200","500","400","500","400","700","900","800","700","500","600","600","51","24","61","0","540","606","524","714","991","665","530","473","538","529","518","605","811","774","574","532","493","566","547","361","281","246","226","241","346","209","129","109","406","417","418","579","705","603","633","630","713","724","400","448","383","603","600.159","672.8009999999999","1048","1160.313"
"37","32","European hake","Merluccius merluccius","9600","10400","14300","12200","11800","10700","10200","10600","15400","15700","14100","15000","13400","14900","15100","15500","15900","15900","15800","17300","18483","19941","21302","18637","22320","22489","24831","26625","25019","22530","24407","26831","30970","36389","41535","47985","37915","39197","41896","38197","33567","38175","44437","51719","52394","52008","43816","29956","26545","24144","22558","23322","21680","21297","21871","27434","32425","28038","27510","29798","25374","22630","21460","23600","20993","20309","19525.421000000002","19079.948","20170","19342.35"
"37","33","Mullets nei","Mugilidae","8300","10600","9100","10800","10500","10000","10300","10600","9800","9300","9900","11800","12300","11700","12500","11700","12300","15700","14000","13500","16994","14811","12524","11897","12785","12894","13569","14162","14093","16207","15782","17296","17232","17132","14315","13870","13253","15717","14237","17911","20368","23974","23138","21304","23900","27256","34003","31048","35982","35650","35750","33593","27736","24063","24930","22046","18429","19266","13730","13185","14732","14894","16889","14229","12908","9432","9413.886","6310.724","6799","8082.817"
"37","33","Groupers nei","Epinephelus spp","1700","1200","1200","1600","1200","1200","1200","1500","1500","1500","1800","1900","2000","2400","2000","2100","1900","1900","1900","1900","1745","2040","1562","1482","1468","1460","1565","1561","1953","2046","2076","2238","1360","1451","1496","1367","1476","1456","1631","2005","3872","1842","1980","1401","1266","1376","1829","1768","1793","2865","2168","2095","2651","2352","2163","2236","2766","2780","2800","2444","2585","2077","1432","1239","1394","1114","1194.9279999999999","965.539","1031","1127.968"
"37","33","Groupers, seabasses nei","Serranidae","0","0","0","0","0","0","0","0","100","100","100","200","200","200","200","100","100","100","200","100","0","0","54","49","39","168","140","724","770","573","527","585","1036","1196","1567","1865","2272","2076","1928","1149","2204","598","820","723","1319","1106","1565","2072","4483","1791","1023","1147","1025","1800","1290","1570","1313","1015","1071","924","818","1108","888","701","791","784","816","844","923","539.28"
"37","33","Common pandora","Pagellus erythrinus","800","900","800","800","800","800","800","800","800","800","800","1000","900","1300","1200","900","1000","1000","1400","1500","3984","3408","4618","4838","5082","4692","6545","6417","6613","5970","7874","9075","10720","10317","11095","11400","5156","4635","4193","3370","3634","3172","3609","3173","2282","3693","4592","5553","4803","4622","5673","4995","4937","5750","5258","5226","4644","5413","6620","12473","13311","9509","11229","11292","10167","10661","11785.546","12397.137999999999","11658","11735.100999999999"
"37","33","Axillary seabream","Pagellus acarne","400","500","900","700","700","700","800","700","900","1200","500","500","300","500","600","400","500","100","200","200","0","0","19","18","115","168","84","17","15","7","374","286","173","206","204","26","68","59","36","145","156","166","242","133","112","445","90","477","670","339","284","206","257","228","163","127","134","99","153","196","151","126","361","763","895","1399","1412","1673","1646","1395.043"
"37","33","White seabream","Diplodus sargus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","160","121","109","106","100","96","140","153","127","213","162","462","336","501","480","437","460","516","660","627","591","630","772","629","885","999","1022","823","1481","1579","1382","1408","1118","1357","1626","1754","1451","1648","2980","2912","2795","2358","2331","2056","2386","2641.859","2210.116","2355","2192.057"
"37","33","Common dentex","Dentex dentex","200","100","200","200","200","200","200","200","600","800","1000","1200","1300","900","1300","1100","1000","2000","1900","2000","1535","1463","1406","1114","1167","1202","1157","1463","1596","1507","1640","1533","1474","1974","3555","4706","4286","3848","3690","3360","6825","4175","5305","3039","3302","3061","2287","1458","1237","1172","1241","767","830","922","920","965","1014","1752","2291","1584","1588","1197","1165","1167","1176","1096","1205.44","1088.508","999","1031.931"
"37","33","Saddled seabream","Oblada melanura","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","300","200","50","100","194","179","216","204","219","219","277","290","278","305","797","902","936","1156","1314","1824","1870","1943","1812","1209","1955","1623","1608","1069","1020","848","794","734","822","590","604","710","684","1448","1355","1619","1487","1661","1468","1067","961","967","1065","1066","1287.925","1289.067","1194","1179.014"
"37","33","Red porgy","Pagrus pagrus","200","200","300","300","300","300","200","200","700","600","400","800","1800","800","700","700","900","900","1100","1800","1065","1100","1091","611","936","813","676","994","2634","1673","1391","1437","892","1040","1131","1823","2230","1815","2127","2509","2552","2198","3712","4145","4072","3892","3398","2924","2740","4338","3368","1741","2453","2269","2387","3090","4168","4312","4872","4925","5199","6242","4890","3708","3084","2581","2888.081","2871.005","2944","2795.999"
"37","33","Pargo breams nei","Pagrus spp","1000","500","500","1000","1000","1000","1000","900","600","500","1000","1000","600","700","900","900","1000","1000","1000","1000","0","0","775","726","268","300","285","318","389","447","426","410","186","209","305","310","333","401","289","478","1292","331","377","412","761","812","669","602","703","751","614","671","507","359","423","423","410","434","513","539","304","428","397","303","284","245","327.69","452.65999999999997","430","417.01700000000005"
"37","33","Bogue","Boops boops","10400","8700","8300","10100","11600","13200","14000","14200","14400","16000","16500","16200","16000","16900","19700","20700","21800","21800","21400","21300","16798","17154","18051","18145","25473","25643","27068","26663","27322","28964","26584","21956","22614","22880","23471","28451","28913","26894","24078","26253","24562","27818","27622","32146","33491","28962","28857","25614","27906","24800","25873","23576","25548","27068","24124","30176","30743","28569","32465","29045","28783","27789","23972","23550","21057","19917","20497.645","20151.779000000002","19711","18569.699"
"37","33","Sand steenbras","Lithognathus mormyrus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","1","3","6","7","4","0","0","0","0","24","32","39","54","45","24","919","718","1011","1184","1004","1032","1115","957","954","913","1875","2140","1710","1282","1415","1410","1618","1086","1409","1471","1249","1104.726","1005.1990000000001","912","915.721"
"37","33","Salema","Sarpa salpa","0","200","0","0","0","100","0","100","0","100","300","200","200","300","200","0","100","100","300","300","377","414","434","409","434","1028","672","906","962","1010","1071","1324","1470","1457","1576","2034","2065","2163","2207","2779","2857","2503","4086","3387","4079","1936","1937","2413","2235","1963","1804","1802","2042","1951","1795","2753","3071","4071","3532","3126","2851","2421","2480","2823","2954","3331","3690.701","3871.969","4301","3937.817"
"37","33","Porgies, seabreams nei","Sparidae","600","1000","1900","0","300","300","400","300","200","200","400","500","600","500","400","400","800","1700","2400","1600","1557","1639","2444","2447","2503","4052","1904","5192","2760","4127","4080","3887","4014","5837","5656","6208","6480","9604","7272","15141","13534","12909","15563","15531","16668","10577","10625","8535","7774","9518","8537","8501","7938","7423","6684","6096","6077","3006","3417","3428","3889","3554","3811","4412","3684","3832","4106","4062","3784","3652.8199999999997"
"37","33","Surmullets(=Red mullets) nei","Mullus spp","11800","10100","10600","11600","9500","12500","12100","12800","16100","14700","13800","14400","13300","14700","14100","16200","18000","17100","15700","16100","15855","17400","17056","17414","20108","18107","20711","19870","18354","18762","19013","20562","17571","19573","24832","22765","18821","19286","18452","18014","18891","17700","19636","20083","20164","18859","21706","17360","16986","20814","20535","18234","16276","14969","15539","7527","9417","9733","8463","12636","12599","10465","9392","8529","6779","6787","7380.23","8174.604","8220.604","7479.829"
"37","33","Greater weever","Trachinus draco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","14","0","0","0","18","9","5","3","1","1","3","0","0","0","0","5","3","6","4","28","11","8","83","154","207","24","53","80","85","90","173","160","226","102","104","134","158","187","70","88","148","210","233.278","1338.422","355","355.129"
"37","31","Megrim","Lepidorhombus whiffiagonis","200","100","100","100","100","100","100","100","100","100","100","100","0","0","0","0","0","100","0","200","0","0","100","400","160","96","138","145","119","78","47","58","62","79","80","123","33","46","98","300","298","379","353","343","273","227","286","295","118","108","202","205","190","166","218","191","199","197","210","250","227","235","123","94","108","226","215","251","273","222.05"
"37","31","Flatfishes nei","Pleuronectiformes","2600","3200","2900","2600","2600","1900","2100","800","1300","1500","1100","1400","2200","3000","4100","3200","2300","2100","1700","1400","1946","1823","1340","920","998","1126","1582","1246","1330","2023","2651","2388","2525","2549","1990","2222","2606","3204","1303","1828","1388","1857","1178","2220","1996","1411","2335","3139","3102","3475","2052","2182","1572","1136","1605","2038","1733","843","827","802","818","706","364","274","300","567","681","765.067","994","552.38"
"37","32","Forkbeards nei","Phycis spp","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","238","280","314","295","223","233","264","152","122","76","56","72","81","81","54","40.8"
"37","32","Blue whiting(=Poutassou)","Micromesistius poutassou","3900","3300","5600","9000","9000","5200","5700","6600","8100","6600","5300","6000","5200","9300","12300","8500","6800","6400","6800","6600","6811","9055","8902","7721","8876","7451","7710","9650","8453","17724","15378","12331","15327","15431","13183","10119","10987","15159","10077","10281","9268","11703","16215","18842","19403","17929","18854","20965","32278","23530","26317","27933","14906","11904","9664","10716","14958","12162","6378","5797","5451","4979","3192","3729","2879","2166","2007","2316","3241","3644.468"
"37","32","Gadiformes nei","Gadiformes","0","0","100","0","0","0","0","0","0","0","0","0","300","400","400","300","700","700","1000","700","490","519","100","200","90","171","194","69","62","12","92","303","10","3","78","29","8","1377","2334","1091","2022","2527","3028","3551","4042","4557","4858","4055","1341","789","871","1097","317","395","80","94","107","83","69","74","98","74","52","93","39","85","112","91","46","22.25"
"37","33","Mediterranean moray","Muraena helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","11","9","10","12","21","24","27","33","29","30","124","121","135","188","202.582"
"37","33","Comber","Serranus cabrilla","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","24","47","37","86","106","67","87","102","153.255"
"37","33","Brown meagre","Sciaena umbra","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","500","0","0","100","100","102","5","22","17","16","35","27","55","12","53","47","50","38","282","120","134","453","360","247","254","118","235","145","43","52","40","48","72","24","23","39","30","102","161","132","74","42","343","335","317","271","292","213","246","276","382","310","310.28700000000003"
"37","33","Meagre","Argyrosomus regius","200","200","300","300","300","300","200","200","300","300","500","500","900","900","1300","1100","500","700","500","300","100","100","151","72","106","127","158","235","395","319","320","439","281","454","431","1044","1291","740","831","711","342","1039","1032","945","922","911","1051","664","804","960","937","1263","1644","1597","2534","1260","1882","1534","1056","1078","1025","746","2493","655","638","569","767","775","1026","974.11"
"37","33","Blackspot seabream","Pagellus bogaraveo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","15","13","42","18","44","46","41","36","36","0","0","70","59","43","0","42","12","12","20","20","38","38","38","51","51","44","18","14","6","14","30","79","85","41","357","432","577","418","290","265","265.78700000000003"
"37","33","Annular seabream","Diplodus annularis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243","1173","591","1190","1784","2032","1730","2205","1733","1672","1262","1136","872","1017","860","958","801.4929999999999"
"37","33","Common two-banded seabream","Diplodus vulgaris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","43","54","111","123","168","388","426","300","599","454.413"
"37","33","Sharpsnout seabream","Diplodus puntazzo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","17","15","84","84","107","31","20.81"
"37","33","Pink dentex","Dentex gibbosus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","3","2","1","9","10"
"37","33","Black seabream","Spondyliosoma cantharus","0","0","0","0","0","0","0","0","200","200","300","300","400","400","600","600","300","400","300","100","0","0","208","175","179","273","300","330","427","564","636","525","550","402","403","413","466","402","485","751","603","687","561","804","1795","498","594","484","348","416","277","259","427","380","237","614","934","429","307","350","315","289","255","301","256","183","272","288","345","367.85900000000004"
"37","33","Blotched picarel","Spicara maena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","432","223","374","508","135","203","218","285","505","395","419","255","382","888","629","726","825","713","895","803","522","295","311","321","254","256","1496","1355","1680","466","446.7"
"37","33","Picarel","Spicara smaris","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","203","183","274","263","764","1002","945","1609","1058.47"
"37","33","Brown wrasse","Labrus merula","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3"
"37","31","Soles nei","Soleidae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","14","12","18","14","19","529","91","53","35","62","57","49","61","66","86","96","39","107","89","28.21"
"37","33","Lizardfishes nei","Synodontidae","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1400","600","800","900","800","768","873","800","537","444","269","370","422","858","1100","640","548","353","324","136","225","270","633","1073","1559","1623","1490","907","1045","1531","1135","1484","1257","1138","1387","1568","1162","1092","911","858","1430","2112","2448","2263","2163","2599","2745","1627","1052","1148","875","784","881","906","861"
"37","33","Painted eel","Echelus myrus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1"
"37","33","Bluespotted cornetfish","Fistularia commersonii","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","2","1","3","7","3","4","5.2"
"37","33","Redcoat","Sargocentron rubrum","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","24","56","40","116","108","89.3"
"37","33","Dusky grouper","Epinephelus marginatus","0","0","100","100","100","100","100","0","100","200","400","300","100","100","600","600","500","700","700","600","614","665","818","548","641","513","569","486","1021","443","521","859","750","1738","2925","4038","4237","4474","4687","5485","5828","5573","5792","5677","5674","5266","4383","4211","3833","3303","3290","3149","2868","2537","2221","1859","1514","1207","1724","1268","1189","757","836","821","670","588","745","846","834","816.425"
"37","33","White grouper","Epinephelus aeneus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","5","0","1","1","0","1","2","30","25","31","11","20","32","73","56","44","55","25.498"
"37","33","Dogtooth grouper","Epinephelus caninus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","9","14","6","11","11","4","3","0","3","1","4","0","0","2","3","4","9","6.204"
"37","33","Painted comber","Serranus scriba","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","4","1","4","2","4","2","30","217.734"
"37","33","Shi drum","Umbrina cirrosa","0","0","0","0","0","0","0","0","300","400","400","300","500","500","700","600","100","1700","1500","1100","900","300","200","100","149","156","215","296","154","464","554","499","441","627","292","449","525","396","716","492","709","479","993","803","903","207","215","142","248","248","131","134","185","163","109","125","90","60","73","76","126","70","41","54","125","202","189","157","172","159.78"
"37","33","Curled picarel","Centracanthus cirrus","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","34","76","3","4"
